;full_text;created_at;retweet_count;favorite_count;retweeted
3115;"#Decarbonisation – what are the opportunities &amp; challenges? Our head of group strategic plannnng talks to @TheEICEnergy https://t.co/nwmqxR0DDk https://t.co/zM7hrALBqu";Fri Aug 24 13:23:07 +0000 2018;8;20;False
3114;RT @FulcrumBio: Did you know? 1.3 billion tons of waste is generated each year. Our process could turn that garbage into 2.7 million barrel…;Fri Aug 24 13:55:55 +0000 2018;8;0;False
3113;@wank412 We are sorry to hear about this experience. We'd appreciate if you could reach out to us at bpconsumer@bp.com or 1-800-333-3991 with any details you have, including the site address: https://t.co/INHXF4AmFZ;Fri Aug 24 16:33:48 +0000 2018;0;0;False
3112;@suepots82 Great to hear!;Fri Aug 24 18:21:43 +0000 2018;0;0;False
3111;RT @BP_America: Starlee Sykes shares her path to becoming BP’s regional president for #GulfofMexico and #Canada. Discover what inspired her…;Fri Aug 24 18:22:56 +0000 2018;12;0;False
3110;People power - building a #NatGas project across three countries (and counting): https://t.co/xaJkAuQERT #Turkey https://t.co/2g1bDW8aEH;Sat Aug 25 11:37:04 +0000 2018;8;26;False
3109;"What’s changed ✔️
What’s mostly the same ✔️
Areas to watch ✔️
A year in global energy markets ➡️ https://t.co/MYmsJKEjX4 https://t.co/bEaRXvFDk3";Sat Aug 25 16:17:07 +0000 2018;2;10;False
3108;@TheErsky Hi there - sorry you had a bad experience - we've flagged to our customer service team at Careline who will be in touch to see if they can help. Thank you ^ED;Sat Aug 25 22:33:46 +0000 2018;0;0;False
3107;A morning sunrise over the normally unmanned #Mungo installation, part of the #ETAP hub in the #NorthSea https://t.co/ZUlb7MhUaz;Sun Aug 26 08:53:03 +0000 2018;2;12;False
3106;Hear about the changes BP is making across its entire business to meet the world’s dual challenge #lowcarbon https://t.co/kVHQM0mvij;Sun Aug 26 16:38:41 +0000 2018;15;28;False
3105;📹 The facts and figures that make up the #ShahDeniz2 development in #Azerbaijan, the biggest #NatGas project in our growing gas portfolio https://t.co/1cnd0VrSHb https://t.co/bvKGowYkwx;Mon Aug 27 07:18:48 +0000 2018;18;34;False
3104;@TheErsky Hi there. It certainly wasn't a robot. The issue has been passed on to our Customer Careline team who will be in touch. As it's a Bank Holiday it may take them slightly longer, but you can reach out to them here as well if you like: careline@bp.com Thanks, ^AW;Mon Aug 27 09:42:26 +0000 2018;0;0;False
3103;@iloverascall Hi Cally. We're sorry they weren't able to help. Please drop our Customer Careline team a line at careline@bp.com with the details and they'll look into it for you. Thanks, ^AW;Mon Aug 27 09:44:52 +0000 2018;0;0;False
3102;Everything you need to know about global #energy markets in 2017  https://t.co/3l0qZCO4S7 #BPStats https://t.co/nB4lB1BXqO;Mon Aug 27 15:13:19 +0000 2018;2;12;False
3101;RT @SciGeekJulie: Here we go! #InsidePD #AplusforEnergy @AmandaGTeach @insideeducation @BP_plc @MS_School_EPSB @BGRD18 https://t.co/SYJ1T0q…;Mon Aug 27 19:28:29 +0000 2018;1;0;False
3100;@TheErsky  Dear Ersky, Thank you for contacting us. Please kindly provide me with your email address where I can respond to you fully. Alternativally please email careline@bp.com your case reference number is 1-6779551517;Mon Aug 27 19:41:50 +0000 2018;0;0;False
3099;From #Amoco to #ARCO, @Castrol to #Aral, #Sohio to #ampm, #BP is a rich tapestry of heritage brands. Find out more here: https://t.co/PJTn8IPtSH https://t.co/tVvf40WXhf;Tue Aug 28 07:32:06 +0000 2018;4;11;False
3098;"RT @EnergyVoiceNews: .@BP_plc tech chief hopes conference will be ‘call to arms’ for North Sea
https://t.co/PaGdF7TeWi https://t.co/4vB8NjB…";Tue Aug 28 08:06:00 +0000 2018;1;0;False
3097;@berniesinclair Hi Bernie. Sorry you weren't allowed to use your re-usable cup. We've passed this on to our Customer Careline Team for them to look into, who will be in touch. Thanks ^AW;Tue Aug 28 09:06:22 +0000 2018;0;1;False
3096;How does #BP maintain #safety in a competitive environment? That's one of the key questions from our stakeholders we are answering in our #sustainabilityreport https://t.co/WcbCoyBx2C https://t.co/DnrMnSytRa;Tue Aug 28 11:32:03 +0000 2018;6;20;False
3095;@Wade17717476 Hi Wade, Could you please email us at careline@bp.com with full details regarding this matter so we can look into this further? Many thanks for getting in touch. Careline Team;Tue Aug 28 12:26:31 +0000 2018;0;0;False
3094;✈️👏 https://t.co/rSIe0qpvFS;Tue Aug 28 14:58:36 +0000 2018;3;5;False
3093;RT @McDermott_News: #MDRMilestone: The DLV 2000 safely installs a 900 MT jacket and 1,200 MT platform offshore Trinidad and Tobago for @BP_…;Wed Aug 29 07:04:30 +0000 2018;8;0;False
3092;"Developing local skills &amp; contributing to #Oman’s economic and social development - why #Khazzan is producing more than just #gas https://t.co/Ta4cdRFi4H #sustainability https://t.co/I6CIEaTkxX";Wed Aug 29 07:14:08 +0000 2018;5;23;False
3091;RT @StepChangeInfo: Alan Dickson from the @BP_plc North Health team outlines the company’s achievements and why his team has  been nominate…;Wed Aug 29 08:45:12 +0000 2018;2;0;False
3090;RT @dtobst: We agree. That's why @AFS is proud to partner with @BP_plc on Global STEM Academies that prepare diverse youth with #STEM and g…;Thu Aug 30 07:15:17 +0000 2018;7;0;False
3089;RT @BP_America: Technology director Bob Flint explains how BP uses wearable #technology to help keep people safe in the field. Learn more:…;Thu Aug 30 07:17:11 +0000 2018;5;0;False
3088;@Phil45053297 Hi Phil. We don't want you getting soggy while you're charging up. We'll pass your thoughts on to our team 👍 Thanks ^AW;Thu Aug 30 07:37:50 +0000 2018;1;1;False
3087;"@berniesinclair Hello Bernie, Please kindly provide us with the date &amp; time of your visit by emailing careline@bp.com Your case ref # 1-6794985884 We look forward to receiving your reply.";Thu Aug 30 10:57:55 +0000 2018;0;0;False
3086;"🎉🎉 Many congratulations  @BigPringle  ! 🎉🎉

https://t.co/0KXUWAlrRJ";Thu Aug 30 11:19:45 +0000 2018;1;3;False
3085;"RT @EnergyVoiceNews: .@BP_plc win big as North Sea safety award winners recognised @oilandgasuk @StepChangeInfo 
https://t.co/zmev25rR6W ht…";Thu Aug 30 11:38:31 +0000 2018;4;0;False
3084;@AuthorUK Hi Owen. We're really glad to hear Tina did a great job yesterday. We'll make sure your thanks is passed on. Have a nice day. ^AW;Thu Aug 30 14:01:00 +0000 2018;0;0;False
3083;@malcom45696647  We are very sorry to hear about this experience. We'd appreciate if you could reach out to us at bpconsumer@bp.com or 1-800-333-3991 with any details you have, including the site address. https://t.co/INHXF4AmFZ;Thu Aug 30 14:08:39 +0000 2018;0;0;False
3082;From #Amoco to #ARCO, @Castrol to #Aral, #Sohio to #ampm, #BP is a rich tapestry of heritage brands: https://t.co/PJTn8IPtSH https://t.co/q7uZQQ2jyA;Thu Aug 30 16:27:11 +0000 2018;4;13;False
3081;Who drove a bumper year for natural #gas? https://t.co/3l0qZCO4S7 #Natgas 🔥 https://t.co/vUKYf3gnRs;Fri Aug 31 07:13:06 +0000 2018;7;20;False
3080;Great work @BP_Australia @McGrathFdn 👏 https://t.co/SeRfBODcAS;Fri Aug 31 07:49:47 +0000 2018;1;5;False
3079;RT @alexjchilton: 🛢️ Studying the science of #membranes is helping @BP_plc to improve the efficiency of off-shore water desalination proces…;Fri Aug 31 10:40:01 +0000 2018;6;0;False
3078;How does #BP maintain #safety in a competitive environment? That's one of the key questions from our stakeholders we are answering in our #sustainabilityreport https://t.co/WcbCoyBx2C https://t.co/mrw9KQv0r5;Fri Aug 31 11:32:07 +0000 2018;7;10;False
3077;🏗️ Dismantling an #offshore platform is a tricky job 📽️ Watch the decommissioning of the Miller platform in the #NorthSea https://t.co/obJrUFZwRV;Sat Sep 01 08:23:43 +0000 2018;14;27;False
3076;Now that's what you call a lift! 🏗️ The deck of @BP_TandT's  #Angelin facility offshore #Trinidad is hoisted into position. First gas expected next year https://t.co/ijLVsaQGsJ;Sat Sep 01 15:47:06 +0000 2018;50;123;False
3075;📹I What makes a mega project? Watch how #ShahDeniz2 came to life https://t.co/1cnd0VrSHb https://t.co/HhlRUvVX81;Sun Sep 02 08:08:45 +0000 2018;20;30;False
3074;2️⃣ steps forward. 1️⃣ step back. Watch the headlines from the year in #energy ➡️ https://t.co/dD5mNFQ6Ns;Sun Sep 02 12:38:48 +0000 2018;5;17;False
3073;How we are  improving #safety with #technology https://t.co/BxQLKKeZ0T #sustainability https://t.co/QqAKBYSGid;Mon Sep 03 07:07:07 +0000 2018;4;8;False
3072;"@andyfleet Hi Andy. Our team are working to make sure it works with new operating systems &amp; will hopefully have an update soon. In the meantime, if you have an older iOS you can use, the app should work fine. If you need any help, drop our team a line at bpmeuk@bp.com. Thanks ^AW";Mon Sep 03 10:54:44 +0000 2018;0;0;False
3071;RT @AhmedAHashmi: Today is the day.  @BP_plc team has arrived in Aberdeen with jets on.  https://t.co/xyW4V9rgVW;Tue Sep 04 07:02:01 +0000 2018;2;0;False
3070;Meet APEX, BP’s #digital twin in the virtual world, helping us see the future https://t.co/G2MMwr8pGw #ENGenious https://t.co/PclIv9eXIB;Tue Sep 04 07:12:01 +0000 2018;25;108;False
3069;RT @BP_Press: #BP deploys advanced analytics solution, developed with @BHGECO, on Gulf of Mexico platforms. Plant Operations Advisor will b…;Tue Sep 04 09:08:14 +0000 2018;23;0;False
3068;@4n6expert  We are sorry to hear about your recent experience. Please DM us an email address so we discuss this with you further.;Tue Sep 04 10:23:20 +0000 2018;0;0;False
3067;RT @ENGeniousEvent: A great discussion between Ahmed Hashmi from @BP_plc and Binu Mathew fron @BHGECO focusing on the opportunities ahead o…;Tue Sep 04 10:24:13 +0000 2018;6;0;False
3066;RT @BHGECO: In partnership with @BP_plc, we have successfully deployed our Plant Operations Advisor software solution across all four of BP…;Tue Sep 04 13:17:35 +0000 2018;13;0;False
3065;RT @ENGeniousEvent: Connecting people and data, @BP_plc are democratising their data across the company, freeing up technical staff to spen…;Tue Sep 04 14:28:33 +0000 2018;2;0;False
3064;RT @Agility_mag: We love this video with world wheelchair fencing champion Irma Khetsuriani from @BP_plc - read our fantastic interview wit…;Tue Sep 04 15:12:23 +0000 2018;2;0;False
3063;RT @theogtc: Our CEO, @ColetteOGTC was delighted to welcome Ahmed Hashmi, Global Head of Upstream Technology for @BP_plc to the Technology…;Tue Sep 04 18:43:27 +0000 2018;4;0;False
3062;@SnarkWorld Sorry to hear you are having problems with BP Driver Rewards. Please contact our Driver Rewards team at 1-877-852-3025 or by visiting https://t.co/vhjmtbZ6Dc, and they will do their best to assist you.;Tue Sep 04 19:11:43 +0000 2018;0;0;False
3061;@sarita516 Sorry to hear you are having problems with BP Driver Rewards. Please contact our Driver Rewards team at 1-877-852-3025 or by visiting https://t.co/vhjmtbZ6Dc, and they will do their best to assist you.;Tue Sep 04 19:12:20 +0000 2018;0;1;False
3060;@Royknwsall0331 Sorry to hear you are having problems with BP Driver Rewards. Please contact our Driver Rewards team at 1-877-852-3025 or by visiting https://t.co/vhjmtbZ6Dc, and they will do their best to assist you.;Tue Sep 04 19:12:48 +0000 2018;0;0;False
3059;#NAME?;Tue Sep 04 19:13:25 +0000 2018;0;0;False
3058;Why ☀️ was the real 🌟 in the rise of renewables – the key numbers in the last year in the global #energy markets  https://t.co/3l0qZCO4S7 #BPStats https://t.co/pM4Z814vCy;Wed Sep 05 07:13:06 +0000 2018;6;15;False
3057;RT @EnergyVoiceNews: BP to roll out downtime prevention technology in North Sea: @BP_plc @BHGECO #ENGenious2018 https://t.co/LaPO4SLq8C htt…;Wed Sep 05 09:26:32 +0000 2018;11;0;False
3056;RT @ENGeniousEvent: .@AhmedAHashmi from @BP_plc is presenting in Plenary Session 2 - Radical Organisational Change Through Digital. #ENGeni…;Wed Sep 05 09:28:10 +0000 2018;2;0;False
3055;RT @SwireOS: “Everyday has to be better than yesterday.” Ahmed Hashmi, Global Head Upstream Technology, BP. Fantastic opening session! @ENG…;Wed Sep 05 09:29:05 +0000 2018;4;0;False
3054;"2️⃣ new #digital technologies improving performance, as well as enhancing safety &amp; reliability across #BP's upstream business https://t.co/ofAPt6jWtZ #technology #ENGenious https://t.co/imz8S9jmEM";Wed Sep 05 12:22:06 +0000 2018;3;19;False
3053;RT @AhmedAHashmi: BP deploys new analytics solution across all Gulf of Mexico assets https://t.co/JyRBX7ZELf;Wed Sep 05 13:14:29 +0000 2018;6;0;False
3052;@SishhHanisi Great to hear!;Thu Sep 06 07:16:44 +0000 2018;0;0;False
3051;RT @BGSgroup_eu: “If one piece goes offline, the system as a whole does not work, so having a digital twin of the system is absolutely the…;Thu Sep 06 10:31:12 +0000 2018;2;0;False
3050;RT @BP_UK: Come and join BP @newscilive, stand 941 on  20-23 September and enjoy 10% off tickets with promo code BP10 https://t.co/cLXnScqw…;Thu Sep 06 10:40:02 +0000 2018;1;0;False
3049;We’re delighted to have a 32% interest in #Culzean, is one of the largest new projects to be sanctioned in the #NorthSea in recent years https://t.co/aVAP3zsoqb;Thu Sep 06 10:52:14 +0000 2018;1;2;False
3048;RT @ENGeniousEvent: Have you been at @BP_plc's stand B10 yet? They have some great new digital technologies improving performance, as well…;Thu Sep 06 11:31:45 +0000 2018;2;0;False
3047;#NAME?;Thu Sep 06 11:37:48 +0000 2018;0;0;False
3046;@deloris40 Sorry to hear you are having problems with BP Driver Rewards. Please contact our Driver Rewards team at 1-877-852-3025 or by visiting https://t.co/vhjmtbZ6Dc, and they will do their best to assist you.;Thu Sep 06 13:26:27 +0000 2018;0;0;False
3045;@ENGeniousEvent Our pleasure! 👍😊;Thu Sep 06 13:53:28 +0000 2018;0;1;False
3044;"Demand for #natgas &amp; renewables⬆️- dig into the details of the last year in #energy ➡️
https://t.co/nfav941SWq #BPstats https://t.co/QEufKJsWRB";Thu Sep 06 16:18:10 +0000 2018;8;20;False
3043;Meet APEX, BP’s #digital twin in the virtual world, helping us see the future https://t.co/G2MMwr8pGw #ENGenious https://t.co/hjpHPB2cZz;Fri Sep 07 07:14:00 +0000 2018;3;13;False
3042;@keldaaa @nectar Hi Kelda. Please can you drop our Careline Team an email at careline@bp.com and they'll be able to help. Thanks ^AW;Fri Sep 07 08:00:35 +0000 2018;0;0;False
3041;Everything you need to know about global #energy markets in 2017  https://t.co/3l0qZCO4S7 #BPStats https://t.co/nW9mYaW5WI;Fri Sep 07 12:07:21 +0000 2018;6;7;False
3040;How we are  improving #safety with #technology https://t.co/BxQLKKeZ0T #sustainability https://t.co/HEBN9gopfx;Fri Sep 07 16:19:03 +0000 2018;1;7;False
3039;"It's time for a #brainteaser 🕘🕘🕘
Can you work out the answer to this one? https://t.co/gQLMjvhdZb";Sat Sep 08 08:07:04 +0000 2018;15;65;False
3038;"How's that for a view? Looking down on our new #Angelin platform offshore #Trinidad as the NO 102 and DLV 2000 start hook-up &amp; pipelay operations. 📷: @McDermott_News https://t.co/FzhCI5sKTm";Sat Sep 08 16:42:05 +0000 2018;5;10;False
3037;Why putting on another layer of clothing in the blistering #Oman heat ☀️where summertime temperatures can reach 55°C (130°F) 🌡️ isn’t such a strange move  https://t.co/plBMFs7UTn https://t.co/B9uupi3O1d;Sun Sep 09 08:46:05 +0000 2018;2;11;False
3036;Can you work out where in the #BP world this cool looking #office is? https://t.co/SDsos34sHY;Sun Sep 09 15:33:07 +0000 2018;5;41;False
3035;Ready for the off. The British Cirrus, one of #BP Shipping's handysize product carriers, leaves Amsterdam at sunset 🚢🚢🚢 https://t.co/Efl2gYwWXU;Mon Sep 10 07:17:05 +0000 2018;5;21;False
3034;@Sublimemanx, we review our products and prices daily to ensure we stay competitive in the market. There's some info here on how fuel prices are set, not just at BP, but across the UK, which might help: https://t.co/jOl4bFISh7. Thanks, ^EB;Mon Sep 10 09:42:44 +0000 2018;0;0;False
3033;@BREXIT999  Hi Simon, we review our products and prices daily to ensure we stay competitive in the market. There's some info here on how fuel prices are set, not just at BP, but across the UK, which might help: https://t.co/jOl4bFISh7. Thanks, ^EB;Mon Sep 10 09:43:29 +0000 2018;0;0;False
